TAXPAYER_ID,ENTITY_NAME,MAILING_ADDRESS,CITY,STATE,ZIP_CODE,RTB_STATUS,STATE_OF_FORMATION,EffRegDateSOS,SOS_FILE_NO,REGISTERED_AGENT_NAME,REGISTERED_OFFICE_ADDRESS,REG_CITY,REG_ST,REG_ZIP
32016267299,"LAND TIGER HOLDINGS MANAGEMENT, LLC",711 NAVARRO ST STE 400,SAN ANTONIO,TX,78205-3500,ACTIVE,TX,11/24/04,0800418433,MICHAEL J LYND JR,8000 IH-10 WEST SUITE 1200,SAN ANTONIO,TX,78230
32016444443,"LYND RESIDENTIAL PROPERTIES MANAGEMENT, LLC",711 NAVARRO ST STE 400,SAN ANTONIO,TX,78205-3500,ACTIVE,TX,12/29/04,0800433262,C T CORPORATION SYSTEM,1999 BRYAN ST. SUITE 900,DALLAS,TX,75201
32016523758,ASOCIACION DE EX-A-TECS DE SAN ANTONIO,300 CONVENT ST FL 25,SAN ANTONIO,TX,78205-1316,ACTIVE,TX,1/7/05,0800438658,JORGE A GARCIA,300 CONVENT STREET 25TH FLOOR,SAN ANTONIO,TX,78205
32016532080,HERMANN SONS LIFE PERSHING,525 S SAINT MARYS ST,SAN ANTONIO,TX,78205-3494,ACTIVE,TX,,,,,,,
32016768882,SAEHI GENERAL PARTNER LLC,343 W HOUSTON ST STE 1005,SAN ANTONIO,TX,78205-2269,ACTIVE,TX,2/14/05,0800453635,R. STEFAN KIESZ,"343 WEST HOUSTON STREET, STE. 1005",SAN ANTONIO,TX,78205
32017152417,"THE ANNIE C. PEREZ COMPANY, L.L.C.",427 S SAINT MARYS ST,SAN ANTONIO,TX,78205-2721,ACTIVE,TX,5/26/16,0800476465,ANNIE C PEREZ,1521 PEREZ STREET,SAN ANTONIO,TX,78207
32017190094,"CITY OF SAN ANTONIO, TEXAS CONVENTION CENTER HOTEL",100 MILITARY PLZ FL 2,SAN ANTONIO,TX,78205-2425,ACTIVE,TX,4/11/05,0800478306,LETICIA M VACEK,"100 MILITARY PLAZA, 2ND FLOOR HALL OFFICE OF THE C",SAN ANTONIO,TX,78205
32017463988,"EDWIN M. JONES FOUNDATION, INC.",115 E TRAVIS ST STE 404,SAN ANTONIO,TX,78205-1662,ACTIVE,TX,12/17/54,0012307101,G. DOUGLAS EDWARDS,"115 E. TRAVIS ST., STE. 404",SAN ANTONIO,TX,78205
32017508469,PECHE' REAL ESTATE DEVELOPMENT L.L.C.,222 MAIN PLZ,SAN ANTONIO,TX,78205-2717,ACTIVE,TX,5/26/05,0800498326,GARY R ALONZO,222 E. MAIN PLAZA,SAN ANTONIO,TX,78205
32017508493,PECHE' REAL ESTATE FUNDING L.L.C.,222 MAIN PLZ,SAN ANTONIO,TX,78205-2717,ACTIVE,TX,5/26/05,0800498322,GARY R ALONZO,222 E. MAIN PLAZA,SAN ANTONIO,TX,78205
32017621429,"BIZ TOYS, LLC",112 E PECAN ST STE 175,SAN ANTONIO,TX,78205-1522,ACTIVE,TX,6/14/05,0800505869,GRAHAM WESTON,112 E. PECAN STREET,SAN ANTONIO,TX,78205
32017650055,"MEDWHEELS, INC.",1322 E HOUSTON ST,SAN ANTONIO,TX,78205-2035,ACTIVE,TX,6/17/05,0800507356,ROGER S GONZALEZ,5807 RUBY MEADOW,SAN ANTONIO,TX,78251
32017694681,"JASON J. THOMPSON, P.C.",405 N SAINT MARYS ST STE 800,SAN ANTONIO,TX,78205-2329,ACTIVE,TX,6/24/05,0800510692,JASON J. THOMPSON,"405 N. ST. MARY'S ST., SUITE 800",SAN ANTONIO,TX,78205
32017723514,"THE SABINAL GROUP, L.L.C.",237 W TRAVIS ST STE 200,SAN ANTONIO,TX,78205-1420,ACTIVE,TX,6/30/05,0800513076,MARK WOHLFARTH,"314 EAST COMMERCE STREET, SUITE 304",SAN ANTONIO,TX,78205
32018194673,"LULA'S, INC.",115 E TRAVIS ST STE 104,SAN ANTONIO,TX,78205-1667,ACTIVE,TX,9/15/05,0800545399,RAYMOND J GABRIEL JR,2405 S. HACKBERRY,SAN ANTONIO,TX,78210
32018195779,CRESCENT CROWN DISTRIBUTING RELIEF FUND,112 E PECAN ST STE 1800,SAN ANTONIO,TX,78205-1521,ACTIVE,TX,10/13/08,0800545242,WILHELM E LIEBMANN,112 EAST PECAN STREET STE 1800,SAN ANTONIO,TX,78205
32018351471,HOUSTON STREET DEVELOPMENT CORPORATION,110 BROADWAY ST STE 230,SAN ANTONIO,TX,78205-1974,ACTIVE,TX,10/12/05,0800556473,BEN E BREWER III,110 BROADWAY STE 230,SAN ANTONIO,TX,78205
32018463383,126 MAIN PLAZA BUILDING LLC,126 MAIN PLZ STE 8,SAN ANTONIO,TX,78205-2763,ACTIVE,TX,10/28/05,0800563806,PAB INVESTMENTS LP,"126 E MAIN PLAZA, STE 8",SAN ANTONIO,TX,78205
32018573983,"IRA RESERVE AT RIVER PARK WEST FEECO, LLC",405 N SAINT MARYS ST STE 850,SAN ANTONIO,TX,78205-2324,FORFEITED,DE,,,"INTERNACIONAL REALTY, INC.","405 N. ST. MARY'S STREET, STE. 850",SAN ANTONIO,TX,78205
32018657026,"ERIN SHAMROCK, LLC",951 S ALAMO ST,SAN ANTONIO,TX,78205-3438,ACTIVE,TX,12/1/05,0800577086,MARK HURLEY,951 S. ALAMO STREET,SAN ANTONIO,TX,78205
32018692692,MANADAS CREEK PROPERTIES LLC,222 MAIN PLZ,SAN ANTONIO,TX,78205-2717,ACTIVE,TX,4/7/17,0800580579,WILLIAM ESSEX,16335 HIGHWAY 16 STE 190,POTEET,TX,78065
32018807886,"THE RIVERY PARK OWNERS' ASSOCIATION, INC.",239 E COMMERCE ST,SAN ANTONIO,TX,78205-2923,ACTIVE,TX,12/29/05,0800591980,PAT MALONEY JR,239 EAST COMMERCE,SAN ANTONIO,TX,78205
32018926702,"L. D. ORMSBY CHARITABLE FOUNDATION, INC.",112 E PECAN ST STE 2100,SAN ANTONIO,TX,78205-1512,ACTIVE,TX,10/22/63,0019737001,CLAIBORNE B. GREGORY JR,636 LAMONT AVE.,SAN ANTONIO,TX,78209
32018987852,"ALEXANDER/HUSTON PARTNERS, L.L.C.",112 E PECAN ST STE 1025,SAN ANTONIO,TX,78205-1577,ACTIVE,TX,1/24/06,0800603058,JOHN SCHIEFFER,"700 N. ST. MARY'S, SUITE 1200",SAN ANTONIO,TX,78205
32019148314,"THE ONSI GROUP, INC.",110 BROADWAY ST STE 690,SAN ANTONIO,TX,78205-1933,ACTIVE,TX,8/5/09,0800614003,ANGELA HENDRIX,110 BROADWAY STREET STE 690,SAN ANTONIO,TX,78205
32019152373,MEXICAN AMERICAN LEGAL DEFENSE AND EDUCATIONAL FUN,110 BROADWAY ST STE 300,SAN ANTONIO,TX,78205-1910,ACTIVE,TX,8/30/07,0023547101,CARMEN LEIJA,"110 BROADWAY, SUITE 300",SAN ANTONIO,TX,78205
32019249716,"CASTILLO SNYDER, PC",700 N SAINT MARYS ST STE 1560,SAN ANTONIO,TX,78205-3515,ACTIVE,TX,3/1/06,0800620863,EDWARD C SNYDER,14027 SAGE BLUFF,SAN ANTONIO,TX,78216
32019358673,"VANDALAY INVESTMENT GROUP, LLC",425 SOLEDAD ST STE 600,SAN ANTONIO,TX,78205-1558,ACTIVE,TX,3/15/06,0800627291,MATT PEARSON,"425 SOLEDAD, SUITE 600",SAN ANTONIO,TX,78205
32019481954,AVATAR ALLIANCE  GROUP LLC,110 E HOUSTON ST FL 7,SAN ANTONIO,TX,78205-2991,ACTIVE,TX,4/22/13,0800635897,STELLA E HOFFMAN,9527 DUNHILL,SAN ANTONIO,TX,78239
32019496382,UNAM - USA,600 HEMISFAIR PLAZA WAY,SAN ANTONIO,TX,78205-3204,ACTIVE,TX,4/3/06,0800636041,UNAM FOUNDATION,600 HEMISFAIR PARK,SAN ANTONIO,TX,78205
32019521379,"2K4 MANAGEMENT, LLC",112 E PECAN ST STE 1212,SAN ANTONIO,TX,78205-1531,ACTIVE,TX,10/27/08,0800637789,GREGG WESTON,"112 E. PECAN STREET, SUITE 1212",SAN ANTONIO,TX,78205
32019522856,"LRP HOLDING MANAGEMENT, LLC",711 NAVARRO ST STE 400,SAN ANTONIO,TX,78205-3500,ACTIVE,TX,4/5/06,0800637585,C T CORPORATION SYSTEM,1999 BRYAN ST. SUITE 900,DALLAS,TX,75201
32019673394,THE BROWN COFFEE COMPANY,812 S ALAMO ST STE 115,SAN ANTONIO,TX,78205-3550,ACTIVE,TX,4/24/06,0800646556,AARON BLANCO,1702 W KINGS HWY,SAN ANTONIO,TX,78201
32019878472,"ROBERT J. KLEBERG, JR. AND HELEN C. KLEBERG FOUNDA",700 N SAINT MARYS ST STE 125,SAN ANTONIO,TX,78205-3538,ACTIVE,TX,6/20/50,0010352501,JOHN D ALEXANDER JR,700 N ST MARY'S STE 1200,SAN ANTONIO,TX,78205
32019883704,ROTARY CLUB OF SAN ANTONIO,110 BROADWAY ST STE 220,SAN ANTONIO,TX,78205-1973,ACTIVE,TX,3/30/64,0020181501,ANNE F SWIFT,"110 BROADWAY, SUITE 220",SAN ANTONIO,TX,78205
32019883712,"ROTARY CLUB OF SAN ANTONIO FOUNDATION, OF SAN ANTO",110 BROADWAY ST STE 220,SAN ANTONIO,TX,78205-1973,ACTIVE,TX,1/13/12,0018068001,ANNE F SWIFT,110 BROADWAY STE 220,SAN ANTONIO,TX,78205
32019943920,"D&M VENTURES, LLC",214 E TRAVIS ST APT 204,SAN ANTONIO,TX,78205-1733,ACTIVE,TX,6/2/06,0800663612,DAVID A MARQUEZ,"222 E. HOUSTON STREET, SUITE 620",SAN ANTONIO,TX,78205
32019974347,THE GREATER SAN ANTONIO CHAMBER OF COMMERCE,602 E COMMERCE ST,SAN ANTONIO,TX,78205-2699,ACTIVE,TX,2/28/13,0006869901,RICHARD H PEREZ,602 E COMMERCE,SAN ANTONIO,TX,78205
32019974487,FIRST PRESBYTERIAN CHURCH OF SAN ANTONIO FOUNDATIO,404 N ALAMO ST,SAN ANTONIO,TX,78205-1985,ACTIVE,TX,5/11/62,0018404701,TREY H LITTLE,404 N. ALAMO STREET,SAN ANTONIO,TX,78205
32019994576,"SEMMES FOUNDATION, INC.",800 NAVARRO ST STE 210,SAN ANTONIO,TX,78205-1877,ACTIVE,TX,7/21/52,0011145301,THOMAS R SEMMES,800 NAVARRO STE 210,SAN ANTONIO,TX,78205
32020049659,"TG WHEELCHAIR, INC.",118 BROADWAY ST STE 540,SAN ANTONIO,TX,78205-2082,ACTIVE,TX,6/19/06,0800670392,TOMMY GALAN,"118 BROADWAY, STE. 540",SAN ANTONIO,TX,78205
32020415215,YOUTH EDUCATIONAL FOUNDATION OF THE ROTARY CLUB OF,110 BROADWAY ST STE 220,SAN ANTONIO,TX,78205-1973,ACTIVE,TX,10/7/29,0005536801,ANNE SWIFT,110 BROADWAY SUITE 220,SAN ANTONIO,TX,78205
32020574292,"SFE INVESTMENTS, LLC",115 E TRAVIS ST STE 530,SAN ANTONIO,TX,78205-1776,ACTIVE,TX,9/7/06,0800704681,ROBERT R SCHULTZ,"1022 NAVARRO, #305",SAN ANTONIO,TX,78205
32020595909,"SONTERRA OFFICE PARK INVESTMENTS, GP, LLC",145 NAVARRO ST # 100610,SAN ANTONIO,TX,78205-2934,ACTIVE,TX,8/25/08,0800705789,FRANK Z RUTTENBERG,112 E. PECAN SUITE 1200,SAN ANTONIO,TX,78205
32021004430,"3A GROUP, LLC",315 E COMMERCE ST STE 203,SAN ANTONIO,TX,78205-2944,ACTIVE,TX,10/13/06,0800720529,FREDERICK A ALLISON,11 BITTERBLUE,SAN ANTONIO,TX,78218
32021829174,"MASTER SAN ANTONIO HOTEL CONDOMINIUM ASSOCIATION,",600 E MARKET ST,SAN ANTONIO,TX,78205-2600,ACTIVE,TX,5/7/15,0800728774,UNITED CORPORATE SERVICES INC.,"815 BRAZOS, SUITE 500",AUSTIN,TX,78701
32022242500,CITY OF SAN ANTONIO WESTSIDE DEVELOPMENT CORPORATI,OFFICE OF THE CITY CLERK - 2ND FLOOR - C,SAN ANTONIO,TX,78205,ACTIVE,TX,11/18/09,0800732346,LETICIA VACEK,OFFICE OF THE CITY CLERK - 2ND FLOOR - CITY HALL 1,SAN ANTONIO,TX,78205
32023867073,"THE RITENOUR LAW FIRM, P.C.",115 E TRAVIS ST STE 746,SAN ANTONIO,TX,78205-1617,ACTIVE,TX,12/18/06,0800747592,JOHN J RITENOUR JR,115 E. TRAVIS STREET SUITE 1716,SAN ANTONIO,TX,78205
32025101984,SENCHA LLC,943 S ALAMO ST,SAN ANTONIO,TX,78205-3438,ACTIVE,TX,9/17/09,0800760451,"TIWARI + BELL, PLLC",12002 BANDERA RD STE 102,HELOTES,TX,78023
32025740203,"DOUGLAS ARCHITECTS, INC.",1320 E HOUSTON ST STE 102,SAN ANTONIO,TX,78205-2035,ACTIVE,TX,2/1/07,0800768076,MELISSA M. DOUGLAS,"1320 EAST HOUSTON STREET, SUITE 102",SAN ANTONIO,TX,78205
32026104136,"CIMATARIO, L.L.C.",333 CONVENT ST,SAN ANTONIO,TX,78205-1348,ACTIVE,TX,2/9/07,0800771407,JOSEPH B. NEWTON,333 CONVENT STREET,SAN ANTONIO,TX,78205
32026537095,THE SAN ANTONIO FIRE MUSEUM SOCIETY,801 E HOUSTON ST,SAN ANTONIO,TX,78205-2024,ACTIVE,TX,2/14/07,0800773995,ROBERT OJEDA,801 E. HOUSTON ST,SAN ANTONIO,TX,78205
32026700388,"SYLACH INVESTMENTS, LLC",800 NAVARRO ST STE 210,SAN ANTONIO,TX,78205-1877,ACTIVE,TX,3/28/07,0800793569,DALE WEYAND,"7979 BROADWAY, SUITE 100",SAN ANTONIO,TX,78209
32028042755,"THE BAEZ LAW FIRM, P.C.",300 CONVENT ST STE 1330,SAN ANTONIO,TX,78205-1357,FORFEITED,TX,3/12/07,0800786394,JANE E RIDGEWAY,"1100 NW LOOP 410, STE. 365",SAN ANTONIO,TX,78213
32028866211,"GDMP-1, L. L. C.",730 N MAIN AVE STE 219,SAN ANTONIO,TX,78205-1115,ACTIVE,TX,3/27/07,0800792994,GASTON PRIETO,"730 N. MAIN STREET, SUITE 219",SAN ANTONIO,TX,78205
32028963026,"ACE MENTOR PROGRAM OF GREATER SAN ANTONIO, INC.",700 N SAINT MARYS ST STE 1700,SAN ANTONIO,TX,78205-3523,ACTIVE,TX,3/26/07,0800794049,STEVEN L. MARRONE,700 NORTH ST. MARY'S STREET SUITE 1700,SAN ANTONIO,TX,78205
32028966318,"DAVID R. STEPHENS, P.C.",700 N SAINT MARYS ST C/O ONE RIVERWALK PL,SAN ANTONIO,TX,78205-3507,ACTIVE,TX,3/27/07,0800793620,DAVID R STEPHENS,"700 N. ST. MARY'S, STE 1700",SAN ANTONIO,TX,78205
32028967803,"MARK A. LINDOW, P.C.",700 N SAINT MARYS ST STE 1700,SAN ANTONIO,TX,78205-3523,ACTIVE,TX,3/27/07,0800793432,MARK A. LINDOW,700 N. ST. MARY'S SUITE 1700,SAN ANTONIO,TX,78205
32029749408,"DAVID L. TREAT, P.C.",700 N SAINT MARYS ST C/O ONE RIVERWALK PL,SAN ANTONIO,TX,78205-3507,ACTIVE,TX,4/9/07,0800798859,DAVID L TREAT,"700 N ST. MARY'S, STE 1700",SAN ANTONIO,TX,78205
32029949503,"TRELLA TRANSPORT SERVICE, INC.",111 SOLEDAD ST STE 300,SAN ANTONIO,TX,78205-2321,ACTIVE,TX,4/10/07,0800799763,ERNESTO MARTINEZ,"111 SOLEDAD, STE. 300",SAN ANTONIO,TX,78205
32030449972,"LAVACA RESIDENCES, L.L.C.",700 N SAINT MARYS ST STE 1825,SAN ANTONIO,TX,78205-3545,ACTIVE,TX,4/19/07,0800803995,MYRON E EAST JR,"700 NORTH ST. MARY'S STREET, SUITE 1825",SAN ANTONIO,TX,78205
32030745551,SA ENERGY ACQUISITION PUBLIC FACILITY CORPORATION,145 NAVARRO ST,SAN ANTONIO,TX,78205-2934,ACTIVE,TX,4/24/07,0800805867,CAROLYN E SHELLMAN,145 NAVARRO,SAN ANTONIO,TX,78205
32030848900,"CONTINENTAL GREEN PRODUCE, INC.",203 S SAINT MARYS ST STE 160,SAN ANTONIO,TX,78205-2716,ACTIVE,TX,4/24/07,0800805957,JESUS SEBASTIAN MAURICIO,"203 SOUTH ST. MARY'S STREET, SUITE 160",SAN ANTONIO,TX,78205
32031846911,"NEVADA N984HM, LLC",112 E PECAN ST STE 2400,SAN ANTONIO,TX,78205-1510,ACTIVE,NV,5/8/07,0800812868,MARSHALL B. MILLER JR,"112 E. PECAN, STE. 2400",SAN ANTONIO,TX,78205
32032048665,"I-10 VENTURES GENERAL, L.L.C.",222 MAIN PLZ,SAN ANTONIO,TX,78205-2717,ACTIVE,TX,5/14/07,0800815001,A. L. HERNDEN,222 MAIN PLAZA EAST,SAN ANTONIO,TX,78205
32032441308,"TEXAS S & J MANAGEMENT GROUP, LLC",610 E MARKET ST UNIT 2718,SAN ANTONIO,TX,78205-2671,ACTIVE,TX,6/24/10,0800817349,JUDITH E LENARD,610 E MARKET ST UNIT 2718,SAN ANTONIO,TX,78205
32032537469,"RSA ARCHITECTURE, INC.",205 N PRESA ST STE B201,SAN ANTONIO,TX,78205-2778,ACTIVE,TX,5/18/07,0800818350,THOMAS E ROBEY,103 LUTHER,SAN ANTONIO,TX,78212
32033057608,FRIENDS OF OAXACAN FOLK ART,112 E PECAN ST STE 3000,SAN ANTONIO,TX,78205-1516,ACTIVE,TX,5/31/07,0800823329,WILLIAM SCANLAN JR,"112 E. PECAN ST., STE. 3000",SAN ANTONIO,TX,78205
32033105225,"6700 S. FLORES, LLC",130 E TRAVIS ST STE 350,SAN ANTONIO,TX,78205-1784,ACTIVE,TX,6/7/07,0800826718,SCOTT A FARRIMONDD,"10010 SAN PEDRO, #650",SAN ANTONIO,TX,78216
32033124085,"TODAY'S DENTISTRY, TODAY MGMT PLLC",720 N SAINT MARYS ST,SAN ANTONIO,TX,78205-1307,FORFEITED,TX,6/11/07,0800828255,"FELIPE MORALES DDS, PA",1420 S. ELLISON DRIVE,SAN ANTONIO,TX,78245
32033204481,"LAW OFFICES OF DEBORAH S. PERRY, PLLC",111 SOLEDAD ST STE 300,SAN ANTONIO,TX,78205-2321,ACTIVE,TX,6/25/07,0800834195,DEBORAH S. PERRY,"111 SOLEDAD, STE. 333",SAN ANTONIO,TX,78205
32033204929,"SAN ANTONIO FUSION, FC, INC.",300 CONVENT ST STE 2200,SAN ANTONIO,TX,78205-1316,ACTIVE,TX,6/25/07,0800834139,MICHAEL M PARKER,"300 CONVENT STREET, SUITE 2200",SAN ANTONIO,TX,78205
32033326680,"GENOMECONSULT, LLC",711 NAVARRO ST STE 235,SAN ANTONIO,TX,78205-1710,ACTIVE,TX,7/13/07,0800843294,ELIZABETH SHELLY GUNN,711 NAVARRO SUITE 235,SAN ANTONIO,TX,78205
32033365720,"CERVEZALANCE, INC.",405 N SAINT MARYS ST STE 242,SAN ANTONIO,TX,78205-2329,ACTIVE,TX,7/19/07,0800845417,JEFFREY E. DAHL,"405 N. ST. MARY'S ST., SUITE 242",SAN ANTONIO,TX,78205
32033416630,TEXAS BHOLENATH LLC,1524 E COMMERCE ST,SAN ANTONIO,TX,78205-3324,ACTIVE,TX,7/27/07,0800849840,BIPIN N. PATEL,1611 IH 35 NORTH,SAN MARCOS,TX,78666
32033798417,BEXAR COUNTY PERFORMING ARTS CENTER FOUNDATION,115 AUDITORIUM CIR,SAN ANTONIO,TX,78205-1354,ACTIVE,TX,9/21/07,0800874550,MICHAEL FRESHER,115 AUDITORIUM CIRCLE,SAN ANTONIO,TX,78205
32033807028,"INTERCONTINENTAL AGENCY, LLC",112 E PECAN ST STE 525,SAN ANTONIO,TX,78205-1543,ACTIVE,TX,9/24/07,0800875186,JOHN` KAUTH,"300 CONVENT, STE 1350",SAN ANTONIO,TX,78205
32033871560,"TOWNSEND GENERAL MANAGEMENT, LLC",711 NAVARRO ST STE 777,SAN ANTONIO,TX,78205-1711,ACTIVE,TX,10/4/07,0800880165,A. R. TOWNSEND SR,711 NAVARRO SUITE 777,SAN ANTONIO,TX,78205
32033875512,MAIN PLAZA CONSERVANCY,231 W COMMERCE ST,SAN ANTONIO,TX,78205-2458,ACTIVE,TX,10/3/07,0800879617,WILLIAM SCANLAN JR,112 E. PECAN STREET SUITE 3000,SAN ANTONIO,TX,78205
32034028194,"PROSPECT HEALTH SERVICES TX, INC.",414 NAVARRO ST STE 600,SAN ANTONIO,TX,78205-2541,ACTIVE,TX,10/26/07,0800890284,C T CORPORATION SYSTEM,"1999 BRYAN ST., STE. 900",DALLAS,TX,75201
32034039555,"SEQUOIA FORUM 2 GP, LLC",405 N SAINT MARYS ST STE 850 C/O INT'L REALTY,SAN ANTONIO,TX,78205-2324,FORFEITED,DE,,,C T CORPORATION SYSTEM,"1999 BRYAN ST., STE. 900",DALLAS,TX,75201
32034081391,"SEQUOIA FORUM 3 GP, LLC",405 N SAINT MARYS ST STE 850 C/O INT'L REALTY,SAN ANTONIO,TX,78205-2324,FORFEITED,DE,,,C T CORPORATION SYSTEM,"1999 BRYAN ST., STE. 900",DALLAS,TX,75201
32034091341,"SEQUOIA FORUM 6 GP, LLC",405 N SAINT MARYS ST STE 850 C/O INTL REALTY,SAN ANTONIO,TX,78205-2324,FORFEITED,DE,,,C T CORPORATION SYSTEM,"1999 BRYAN ST., STE. 900",DALLAS,TX,75201
32034134232,"DLP MEDICAL PRODUCTS, CORP.",203 S SAINT MARYS ST STE 160,SAN ANTONIO,TX,78205-2716,ACTIVE,TX,4/21/10,0800896708,FREE TRADE ALLIANCE OF SAN ANTONIO,"203 S. ST. MARY'S ST., STE 160",SAN ANTONIO,TX,78205
32034155591,"SEQUOIA FORUM 9 GP, LLC",405 N SAINT MARYS ST STE 850 C/O INT'L REALTY,SAN ANTONIO,TX,78205-2324,FORFEITED,DE,,,C T CORPORATION SYSTEM,"1999 BRYAN ST., STE. 900",DALLAS,TX,75201
32034203862,SOUTH TEXAS CANCER FOUNDATION,110 BROADWAY ST STE 230,SAN ANTONIO,TX,78205-1974,ACTIVE,TX,11/26/07,0800901590,CLARENCE R WILLIAMS,"110 BROADWAY, SUITE 230",SAN ANTONIO,TX,78205
32034220296,"SEQUOIA FORUM 12 GP, LLC",405 N SAINT MARYS ST STE 850 C/O INT'L REALTY,SAN ANTONIO,TX,78205-2324,FORFEITED,DE,,,C T CORPORATION SYSTEM,"1999 BRYAN ST., STE. 900",DALLAS,TX,75201
32034228513,"SEQUOIA FORUM 13 GP, LLC",405 N SAINT MARYS ST STE 850 C/O INTL REALTY,SAN ANTONIO,TX,78205-2324,FORFEITED,DE,,,C T CORPORATION SYSTEM,"1999 BRYAN ST., STE. 900",DALLAS,TX,75201
32034233299,"ALAMO CITY DOORWAYS, LLC",1022 NAVARRO ST APT 306,SAN ANTONIO,TX,78205-3804,ACTIVE,TX,12/3/07,0800904654,FREDERICK R. PRESTON,1022 NAVARRO ST. #306,SAN ANTONIO,TX,78205
32034251192,"SEQUOIA FORUM 5 GP, LLC",405 N SAINT MARYS ST STE 850 C/O INTL REALTY,SAN ANTONIO,TX,78205-2324,FORFEITED,DE,,,C T CORPORATION SYSTEM,"1999 BRYAN ST., STE. 900",DALLAS,TX,75201
32034353196,IRONMAN FOR KIDS,833 N SAINT MARYS ST,SAN ANTONIO,TX,78205-1332,ACTIVE,TX,12/21/07,0800914315,MICHAEL HENNESSEY,833 N. SAINT MARY'S STREET,SAN ANTONIO,TX,78205
32034369119,"SEQUOIA FORUM 22 GP, LLC",405 N SAINT MARYS ST STE 850 C/O INT'L REALTY,SAN ANTONIO,TX,78205-2324,FORFEITED,DE,,,C T CORPORATION SYSTEM,"1999 BRYAN ST., STE. 900",DALLAS,TX,75201
32034380371,"SEQUOIA FORUM 23 GP, LLC",405 N SAINT MARYS ST STE 850,SAN ANTONIO,TX,78205-2324,FORFEITED,DE,,,C T CORPORATION SYSTEM,"1999 BRYAN ST., STE. 900",DALLAS,TX,75201
32034389612,"SEQUOIA FORUM 24 GP, LLC",405 N SAINT MARYS ST STE 850 C/O INT'L REALTY,SAN ANTONIO,TX,78205-2324,FORFEITED,DE,,,C T CORPORATION SYSTEM,"1999 BRYAN ST., STE. 900",DALLAS,TX,75201
32034417181,"CPC PROPERTIES, INC.",315 E COMMERCE ST STE 300,SAN ANTONIO,TX,78205-2947,ACTIVE,TX,1/3/08,0800919027,JACK J. SPECTOR,"315 E. COMMERCE, STE. 300",SAN ANTONIO,TX,78205
32034464266,"SEQUOIA FORUM 26 GP, LLC",405 N SAINT MARYS ST STE 850 C/O INT'L REALTY,SAN ANTONIO,TX,78205-2324,FORFEITED,DE,,,C T CORPORATION SYSTEM,"1999 BRYAN ST., STE. 900",DALLAS,TX,75201
32034475304,"SEQUOIA FORUM 28 GP, LLC",405 N SAINT MARYS ST STE 850 C/O INT'L REALTY,SAN ANTONIO,TX,78205-2324,FORFEITED,DE,,,C T CORPORATION SYSTEM,"1999 BRYAN ST., STE. 900",DALLAS,TX,75201
32034528821,"SEQUOIA FORUM 30 GP, LLC",405 N SAINT MARYS ST STE 850 C/O INT'L REALTY,SAN ANTONIO,TX,78205-2324,FORFEITED,DE,,,C T CORPORATION SYSTEM,"1999 BRYAN ST., STE. 900",DALLAS,TX,75201
32034597255,MEDWHEELS HOME HEALTH INC.,1322 E HOUSTON ST,SAN ANTONIO,TX,78205-2035,ACTIVE,TX,1/6/12,0800929875,RALPH GONZALEZ,1322 E. HOUSTON ST.,SAN ANTONIO,TX,78205
32034672660,"LAW OFFICES OF SUSAN SIMMONS, PLLC",111 SOLEDAD ST STE 1700,SAN ANTONIO,TX,78205-2229,ACTIVE,TX,5/15/18,0800935231,SUSAN G SIMMONS,4207 GARDENDALE STE B106,SAN ANTONIO,TX,78229
32034674575,"DRAGO HOLDINGS, LLC",115 E TRAVIS ST STE 1900,SAN ANTONIO,TX,78205-1780,ACTIVE,TX,2/8/08,0800935005,ROBERT W WILSON,"115 E. TRAVIS, SUITE 1900",SAN ANTONIO,TX,78205
32034686892,"BANDERA G & G, LLC",700 N SAINT MARYS ST STE 1825,SAN ANTONIO,TX,78205-3545,ACTIVE,TX,2/8/08,0800935637,MYRON E. EAST JR,"700 N. ST. MARY'S ST., SUITE 1825",SAN ANTONIO,TX,78205
32034692452,DELTA RISK LLC,106 S SAINT MARYS ST STE 428,SAN ANTONIO,TX,78205-3627,ACTIVE,DE,11/7/14,0800936521,C T CORPORATION SYSTEM,1999 BRYAN ST. SUITE 900,DALLAS,TX,75201
32034694144,"LRP GOLF PARTNERS MANAGEMENT, LLC",711 NAVARRO ST STE 400,SAN ANTONIO,TX,78205-3500,ACTIVE,TX,2/11/08,0800936282,C T CORPORATION SYSTEM,1999 BRYAN ST. SUITE 900,DALLAS,TX,75201
32034694177,"MCKINNEY FAIRWAYS, LLC",711 NAVARRO ST STE 400,SAN ANTONIO,TX,78205-3500,ACTIVE,TX,2/11/08,0800936278,MICHAEL J. LYND JR,8000 IH-10 WEST SUITE 1200,SAN ANTONIO,TX,78230
32034732928,"CABANAS LAW FIRM, P.L.L.C.",310 S SAINT MARYS ST STE 2100,SAN ANTONIO,TX,78205-3141,ACTIVE,TX,8/21/17,0800938845,ALFONSO CABANAS JR,4500 SOUTH FLORES STREET STE 104,SAN ANTONIO,TX,78205
32034756968,"BAINBRIDGE G & G, LLC",700 N SAINT MARYS ST STE 1825,SAN ANTONIO,TX,78205-3545,ACTIVE,TX,2/20/08,0800940805,MYRON E. EAST JR,700 N. ST. MARY'S STREET SUITE 1825,SAN ANTONIO,TX,78205
